STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,5/15/2010,,55,73,10.96,25.9,1,,1,,,,1,1,,,,,,,1,,,,,
USW00014765,5/16/2010,,52,74,7.16,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/17/2010,,49,76,6.71,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/18/2010,,48,58,8.28,23,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,5/19/2010,,49,60,10.51,21,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,5/20/2010,,52,81,6.49,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,5/21/2010,,57,78,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,5/22/2010,,54,68,5.82,13,1,,,,,,,,,,,1,,,,,,,,
USW00014765,5/23/2010,,60,74,5.14,10.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,5/24/2010,,59,75,6.04,17,1,1,,,,,,,1,,,1,,,,,,,,
USW00014765,5/25/2010,,59,83,7.38,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,5/26/2010,,65,96,6.93,25.9,1,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,5/27/2010,,58,72,7.61,25.9,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,5/28/2010,,56,75,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,5/29/2010,,54,76,7.83,17.9,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,5/30/2010,,61,82,8.28,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,5/31/2010,,62,75,8.72,19.9,,,,,,,1,1,,,,,,,,,,,,
USW00014765,6/1/2010,,63,84,7.61,21.9,1,,1,,1,,,1,,,,1,,,1,,,,,
USW00014765,6/2/2010,,61,81,7.16,19.9,1,1,,,,,,1,,,,1,,,1,,,,,
USW00014765,6/3/2010,,61,81,8.28,21,1,1,1,,,,1,1,,,,1,,,1,,,,,
USW00014765,6/4/2010,,65,81,5.59,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,6/5/2010,,65,81,7.38,15,1,,1,,,,1,1,,,,,,,,,,,,
USW00014765,6/6/2010,,61,82,11.41,28,1,,1,,,,1,1,,,,,,,1,,,,,
USW00014765,6/7/2010,,56,75,10.74,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/8/2010,,53,72,7.61,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,6/9/2010,,50,69,5.82,17.9,1,,,,1,,,1,,,,1,1,,1,,,,,
USW00014765,6/10/2010,,54,69,5.82,14.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,6/11/2010,,55,66,6.04,14.1,1,,,,,,,,,,,,1,,,,,,,
USW00014765,6/12/2010,,55,71,6.04,13,1,,1,,1,,,,,,,1,1,,1,,,,,
USW00014765,6/13/2010,,62,70,7.38,14.1,1,1,1,,1,,,,1,,,,1,,,,,,,
USW00014765,6/14/2010,,61,73,5.59,13,,,,,,,,,,,,,,,1,,,,,
USW00014765,6/15/2010,,58,77,7.83,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/16/2010,,54,76,6.93,19.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,6/17/2010,,62,77,8.95,23.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,6/18/2010,,58,85,5.59,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/19/2010,,62,80,9.17,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/20/2010,,65,88,8.5,21,,,,,,,,1,,,,,,,1,,,,,
USW00014765,6/21/2010,,68,88,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/22/2010,,67,84,6.49,13,1,,,,1,,,,,,,,1,,1,,,,,
USW00014765,6/23/2010,,69,85,7.83,21,1,,1,,1,,,1,,,,,1,,,,,,,
USW00014765,6/24/2010,,68,90,9.84,28,,,,,,,,,,,,,,,1,,,,,
USW00014765,6/25/2010,,66,82,7.38,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/26/2010,,65,86,5.82,17,,,,,,,,,,,,,,,1,,,,,
USW00014765,6/27/2010,,67,87,6.26,15,1,,,,,,1,1,,,,1,,,1,,,,,
USW00014765,6/28/2010,,72,95,10.51,28,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,6/29/2010,,69,89,8.5,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/30/2010,,60,77,8.28,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/1/2010,,57,76,9.62,21,,,,,,,,,,,,,,,,,,,,
USW00014765,7/2/2010,,59,81,8.72,23.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,7/3/2010,,57,85,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/4/2010,,66,94,6.93,17,,,,,,,1,,,,,,,,,,,,,
USW00014765,7/5/2010,,68,97,5.59,16.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,7/6/2010,,73,102,6.49,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/7/2010,,75,92,6.26,11,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,7/8/2010,,72,86,7.83,16.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,7/9/2010,,72,86,8.5,17.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,7/10/2010,,72,85,7.16,23,,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,7/11/2010,,69,90,6.71,13,,,1,,,,,,,,,,,,,,,,,
USW00014765,7/12/2010,,70,87,8.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/13/2010,,74,86,8.5,16.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,7/14/2010,,69,83,6.04,16.1,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,7/15/2010,,68,81,8.72,15,1,,,,,,,,,,,1,1,,,,,,,
USW00014765,7/16/2010,,68,89,7.38,17.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,7/17/2010,,75,92,8.28,19.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,7/18/2010,,73,91,8.95,21,,,,,,,,,,,,,,,,,,,,
USW00014765,7/19/2010,,68,84,5.82,17,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,7/20/2010,,71,87,5.14,12.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,7/21/2010,,71,87,7.16,17.9,1,,1,,1,,,1,,,,1,,,1,,,,,
USW00014765,7/22/2010,,68,87,9.62,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/23/2010,,66,77,4.47,17.9,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,7/24/2010,,72,88,4.03,23,1,,1,,,,1,1,,,,,,,1,,,,,
USW00014765,7/25/2010,,71,90,8.95,17,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,7/26/2010,,63,85,10.29,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/27/2010,,64,88,7.83,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/28/2010,,65,87,10.51,23,,,,,,,,,,,,,,,,,,,,
USW00014765,7/29/2010,,71,88,8.72,17,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,7/30/2010,,63,82,6.71,15,,,,,,,,,,,,,,,,,,,,
USW00014765,7/31/2010,,62,77,7.38,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/1/2010,,59,77,6.04,17,,,,,,,,,,,,,,,,,,,,
USW00014765,8/2/2010,,60,78,6.71,17,,,,,,,,,,,,,,,,,,,,
USW00014765,8/3/2010,,65,84,10.51,21,,,,,,,,,,,,,,,,,,,,
USW00014765,8/4/2010,,74,88,11.41,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,8/5/2010,,74,89,7.83,17.9,1,,1,,1,,1,1,,,,1,,,1,,,,,
USW00014765,8/6/2010,,66,88,8.5,21,,,,,,,,1,,,,,,,,,,,,
USW00014765,8/7/2010,,59,81,5.59,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,8/8/2010,,63,87,8.28,21,,,,,,,,,,,,,,,,,,,,
USW00014765,8/9/2010,,70,93,8.95,19.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,8/10/2010,,71,87,5.59,15,1,,,,1,,,1,,,,1,,,1,,,,,
USW00014765,8/11/2010,,68,87,6.93,17,,,,,,,,,,,,,,,,,,,,
USW00014765,8/12/2010,,66,82,6.04,15,,,,,,,,,,,,,,,,,,,,
USW00014765,8/13/2010,,62,81,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/14/2010,,56,79,5.37,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/15/2010,,58,77,7.38,17.9,,,,,1,,,,,,,,,,,,,,,
USW00014765,8/16/2010,,68,81,9.62,21,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,8/17/2010,,73,89,6.93,15,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,8/18/2010,,66,83,3.8,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/19/2010,,61,87,5.37,16.1,,,,,1,,,,,,,,,,1,,,,,
USW00014765,8/20/2010,,64,89,7.38,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,8/21/2010,,59,80,5.82,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/22/2010,,68,71,7.16,21,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,8/23/2010,,62,69,17,28,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,8/24/2010,,61,64,15.21,25.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,8/25/2010,,63,72,10.74,21.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,8/26/2010,,62,83,8.05,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,8/27/2010,,59,79,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/28/2010,,55,82,5.14,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/29/2010,,62,93,7.16,17,,,,,,,,,,,,,,,,,,,,
USW00014765,8/30/2010,,65,90,6.26,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/31/2010,,69,94,5.82,15,,,,,,,1,1,,,,,,,,,,,,
USW00014765,9/1/2010,,70,95,5.14,13,,,,,,,1,1,,,,,,,,,,,,
USW00014765,9/2/2010,,71,93,7.16,19.9,,,,,,,1,1,,,,,,,,,,,,
USW00014765,9/3/2010,,70,80,7.61,17.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,9/4/2010,,63,81,14.09,28,,,,,,,,,,,,,,,1,,,,,
USW00014765,9/5/2010,,56,75,9.17,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/6/2010,,52,77,6.04,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/7/2010,,63,83,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,9/8/2010,,61,84,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,9/9/2010,,59,73,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,9/10/2010,,58,71,9.62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/11/2010,,54,74,6.71,17,,,,,,,,,,,,,,,,,,,,
USW00014765,9/12/2010,,52,66,6.26,14.1,,,,,,,,,,,,,1,,1,,,,,
USW00014765,9/13/2010,,57,67,5.37,16.1,,,,,1,,,,,,,,1,,1,,,,,
USW00014765,9/14/2010,,56,79,6.93,16.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,9/15/2010,,52,71,8.72,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/16/2010,,48,69,10.07,25.1,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,9/17/2010,,54,76,8.05,23,1,,1,,1,,,,,,,,1,,1,,,,,
USW00014765,9/18/2010,,54,69,3.58,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/19/2010,,52,75,4.92,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/20/2010,,55,73,12.3,23,,,,,,,,,,,,,,,,,,,,
USW00014765,9/21/2010,,48,71,7.61,17,,,,,,,,,,,,,,,,,,,,
USW00014765,9/22/2010,,61,83,9.62,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,9/23/2010,,59,77,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/24/2010,,59,80,8.5,16.1,1,,,,,,,,,,,1,1,,,,,,,
USW00014765,9/25/2010,,66,88,10.74,21,1,,,,,,1,1,,,,,,,,,,,,
USW00014765,9/26/2010,,60,73,10.51,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,9/27/2010,,60,65,7.61,13,1,1,,,1,,,,,,,,1,,1,,,,,
USW00014765,9/28/2010,,64,77,12.75,25.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,9/29/2010,,66,82,7.83,17.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,9/30/2010,,67,79,12.75,23.9,1,1,,,1,,,,1,,,,1,,1,,,,,
USW00014765,10/1/2010,,58,79,15.21,30,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,10/2/2010,,52,68,9.4,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/3/2010,,47,60,13.65,23,,,,,1,,,,,,,,,,1,,,,,
USW00014765,10/4/2010,,53,63,17,29.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,10/5/2010,,56,61,10.96,23.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,10/6/2010,,49,62,7.38,17.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,10/7/2010,,48,67,9.62,23,,,,,1,,,,,,,,,,1,,,,,
USW00014765,10/8/2010,,48,73,10.51,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/9/2010,,44,68,7.16,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/10/2010,,40,67,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/11/2010,,50,71,5.82,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/12/2010,,48,67,5.59,12.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,10/13/2010,,43,64,4.92,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/14/2010,,42,63,6.71,21,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,10/15/2010,,48,58,18.57,30,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,10/16/2010,,46,60,16.11,30,,,,,,,,,,,,,,,,,,,,
USW00014765,10/17/2010,,42,67,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,10/18/2010,,43,62,7.61,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/19/2010,,42,61,4.47,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/20/2010,,43,63,4.03,14.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,10/21/2010,,39,62,7.61,31.1,1,,1,,1,,,,,,,1,,,1,,,,,
USW00014765,10/22/2010,,36,51,11.41,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/23/2010,,34,61,7.61,23,,,,,,,,,,,,,,,,,,,,
USW00014765,10/24/2010,,45,53,3.13,12.1,,,,,1,,,,,,,,,,1,,,,,
USW00014765,10/25/2010,,50,69,7.61,23.9,1,,,,,,,1,,,,,1,,1,,,,,
USW00014765,10/26/2010,,62,75,10.74,23,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,10/27/2010,,67,71,12.3,21,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,10/28/2010,,55,77,8.72,19.9,1,,,,,,,,,,,,,,1,,,,,
USW00014765,10/29/2010,,43,59,8.95,21,,,,,,,,,,,,,,,,,,,,
USW00014765,10/30/2010,,39,58,11.63,23,,,,,,,,,,,,,,,,,,,,
USW00014765,10/31/2010,,38,60,9.62,23,,,,,,,,,,,,,,,,,,,,
USW00014765,11/1/2010,,33,51,9.17,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/2/2010,,32,50,6.71,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/3/2010,,28,52,3.36,17,,,,,,,,,,,,,,,,,,,,
USW00014765,11/4/2010,,37,54,6.93,19.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,11/5/2010,,46,62,8.5,23,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,11/6/2010,,43,52,7.38,15,,,,,,,,,,,,,,,,,,,,
USW00014765,11/7/2010,,39,46,12.75,19.9,,,1,1,1,,,,,,,,,,1,,,,,
USW00014765,11/8/2010,,35,48,16.33,40.9,1,,,1,1,,,,,,,,1,,1,,1,,,
USW00014765,11/9/2010,,47,56,17.22,25.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,11/10/2010,,44,50,17.22,23.9,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,11/11/2010,,41,51,14.54,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/12/2010,,40,61,10.51,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/13/2010,,40,66,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/14/2010,,35,59,6.26,15,,,,,,,,,,,,,,,,,,,,
USW00014765,11/15/2010,,44,57,4.7,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/16/2010,,48,56,3.8,10.1,1,,,,1,,1,1,,,,1,,,1,,,,,
USW00014765,11/17/2010,,50,64,15.88,30,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,11/18/2010,,42,54,10.29,31.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/19/2010,,30,46,7.61,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/20/2010,,29,53,9.4,21,,,,,,,,,,,,,,,,,,,,
USW00014765,11/21/2010,,31,42,6.26,15,,,,,,,,,,,,,,,,,,,,
USW00014765,11/22/2010,,37,60,7.61,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,11/23/2010,,45,64,7.38,23,1,,,,,,,,,,,1,,,,,,,,
USW00014765,11/24/2010,,35,50,14.99,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/25/2010,,28,42,5.59,14.1,,,,,1,,,,,,,,1,,1,,,,,
USW00014765,11/26/2010,,29,54,6.71,19.9,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,11/27/2010,,28,43,9.62,23,,,,,,,,,,,,,,,1,,1,,,
USW00014765,11/28/2010,,27,44,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/29/2010,,27,48,3.36,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/30/2010,,28,48,4.92,15,1,,,,,,,,,,,,1,,,,,,,
USW00014765,12/1/2010,,44,58,14.09,33.1,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,12/2/2010,,33,45,9.4,17,,,,,,,,,,,,,,,,,,,,
USW00014765,12/3/2010,,33,40,9.17,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/4/2010,,30,41,9.62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,12/5/2010,,25,36,9.4,17,,,,,,,,,,,,,,,,,,,,
USW00014765,12/6/2010,,25,33,14.32,28,,,,,,,,,,,,,,,,,,,,
USW00014765,12/7/2010,,25,37,12.97,23,,,,,,,,,,,,,,,,,,,,
USW00014765,12/8/2010,,22,32,12.53,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,12/9/2010,,16,28,10.51,21,,,,,,,,,,,,,,,,,,,,
USW00014765,12/10/2010,,11,28,2.46,6.9,,,,,,,,,,,,,,,1,,1,,,
USW00014765,12/11/2010,,24,48,2.91,13,,,,,,,,,,,,,,,,,1,,,
USW00014765,12/12/2010,,27,55,12.75,32,1,,,,1,,,,,,,1,,,1,,,,,
USW00014765,12/13/2010,,31,56,10.07,17,1,,,,1,,,,,,,1,1,,1,,,,,
USW00014765,12/14/2010,,20,31,12.08,21,,,,,,,,,,,,,,,1,,1,,,
USW00014765,12/15/2010,,15,24,12.75,23,,,,,,,,,,,,,,,1,,1,,,
USW00014765,12/16/2010,,18,34,6.49,15,,,,,,,,,,,,,,,,,,,,
USW00014765,12/17/2010,,16,36,6.04,15,,,,,,,,,,,,,,,,,,,,
USW00014765,12/18/2010,,18,39,3.13,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/19/2010,,22,36,8.72,16.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,12/20/2010,,26,32,14.54,23.9,1,,,,,,,,1,,,1,,,1,,1,,,
USW00014765,12/21/2010,,26,41,14.76,25.9,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,12/22/2010,,31,42,10.96,17.9,1,,,,,,,1,,,,1,,,1,,1,,,
USW00014765,12/23/2010,,31,38,14.09,23,,,,,,,,1,,,,,,,1,,1,,,
USW00014765,12/24/2010,,27,39,9.17,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/25/2010,,20,33,2.46,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,12/26/2010,,23,28,17.45,38,1,1,,,,,,1,1,,,,,,1,,1,,,1
USW00014765,12/27/2010,,20,31,23.49,40,1,,,,,,,1,1,,,1,,,1,,1,,,1
USW00014765,12/28/2010,,18,34,14.76,31.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/29/2010,,23,37,6.93,15,,,,,,,,,,,,,,,,,,,,
USW00014765,12/30/2010,,21,42,4.47,8.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/31/2010,,22,51,4.47,10.1,1,,,,,,1,1,,,,1,,,,,,,,
USW00014765,1/1/2011,,29,54,3.58,8.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,1/2/2011,,35,50,4.47,21,1,1,,,,,,,,,,,,,1,,1,,,
USW00014765,1/3/2011,,24,35,10.74,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/4/2011,,21,39,6.93,21,,,,,,,,,,,,,,,,,,,,
USW00014765,1/5/2011,,24,40,8.05,21,,,,,,,,,,,,,,,,,,,,
USW00014765,1/6/2011,,17,33,2.46,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/7/2011,,21,36,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/8/2011,,28,33,7.61,16.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,1/9/2011,,25,34,14.76,21.9,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,1/10/2011,,23,34,9.62,21,,,,,,,,,,,,,,,,,,,,
USW00014765,1/11/2011,,19,32,3.8,10.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,1/12/2011,,25,33,18.57,31.1,1,1,1,1,,,,,1,,,,,,,,,,,
USW00014765,1/13/2011,,17,32,11.41,19.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,1/14/2011,,12,25,5.59,10.1,,,,,,,,,,,,,,,,,1,1,,
USW00014765,1/15/2011,,5,34,6.93,17.9,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,1/16/2011,,20,34,8.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/17/2011,,13,22,6.04,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/18/2011,,19,39,9.4,17.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,1/19/2011,,33,41,8.05,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,1/20/2011,,27,33,6.93,15,,,,,,,,,,,,,,,,,,,,
USW00014765,1/21/2011,,20,31,12.08,23.9,1,,,1,,,,,,,,1,,,,,1,,,1
USW00014765,1/22/2011,,11,24,4.47,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/23/2011,,3,23,8.5,21,,,,,,,,,,,,,,,,,,,,
USW00014765,1/24/2011,,-2,16,6.04,15,,,,,,,,,,,,,,,,,,,,
USW00014765,1/25/2011,,10,33,2.01,13,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,1/26/2011,,12,34,9.84,25.9,1,1,,1,,,,,,,,,1,,1,,1,,,
USW00014765,1/27/2011,,22,34,12.53,29.1,1,1,,1,,,,,1,,,,,,,,1,,,1
USW00014765,1/28/2011,,13,34,1.79,8.1,1,,,,,,,1,,,,1,,,,,1,,,
USW00014765,1/29/2011,,22,37,4.03,12.1,1,,,,,,,1,,,,1,,,,,1,,,
USW00014765,1/30/2011,,16,37,4.25,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,1/31/2011,,14,28,5.14,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2/1/2011,,16,23,10.07,19.9,1,1,,1,,1,,,,,,,1,,,,1,,,
USW00014765,2/2/2011,,21,35,9.62,21,1,,,1,,1,,,,,,,1,,1,,1,,,
USW00014765,2/3/2011,,13,26,7.16,17,,,,,,,,,,,,,,,,,1,,,
USW00014765,2/4/2011,,12,34,8.28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2/5/2011,,15,48,4.92,33.1,1,1,1,1,,,,,,,,,1,,,,,,,
USW00014765,2/6/2011,,31,44,11.41,28,,,,,,,,,,,,,,,1,,,,,
USW00014765,2/7/2011,,27,39,4.47,16.1,1,,,,,,,,,,,1,1,,1,,1,,,
USW00014765,2/8/2011,,17,38,12.3,33.1,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2/9/2011,,12,29,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2/10/2011,,13,27,8.05,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/11/2011,,6,30,6.26,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2/12/2011,,11,39,8.72,23.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,2/13/2011,,21,40,11.63,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,2/14/2011,,37,52,13.2,28,,,,,,,,,,,,,1,,1,,,,,
USW00014765,2/15/2011,,20,37,14.76,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/16/2011,,17,39,6.71,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2/17/2011,,30,52,4.03,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/18/2011,,34,60,7.61,25.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,2/19/2011,,18,46,19.01,36,,,,,,,,,,,,,,,,,1,,,
USW00014765,2/20/2011,,16,38,12.08,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/21/2011,,17,30,9.17,21.9,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2/22/2011,,13,38,10.07,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2/23/2011,,18,43,7.61,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/24/2011,,16,41,6.26,15,,,,,,,,,,,,,,,1,,1,,,
USW00014765,2/25/2011,,30,52,10.51,40,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,2/26/2011,,28,38,8.5,17,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,2/27/2011,,24,35,6.93,17.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,2/28/2011,,25,51,9.84,23.9,1,1,,,,,,,,,,,,,1,1,1,,,
USW00014765,3/1/2011,,26,41,10.29,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,3/2/2011,,24,48,16.11,30,,,,,,,,,,,,,,,1,,,,,
USW00014765,3/3/2011,,13,30,9.17,23,,,,,,,,,,,,,,,,,,,,
USW00014765,3/4/2011,,18,35,7.38,17,,,,,,,,,,,,,,,,,,,,
